stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
2594171,RI0029,"Avenida Marte, 645",,-19.97259399,-44.05971554,,,0,,,0,
2594172,RI0030,"Avenida Marte, 748",,-19.97272949,-44.05832308,,,0,,,0,
2594173,RI0031,"Avenida Marte, 75",,-19.969363,-44.060933,,,0,,,0,
2594174,RI0032,"Avenida Marte, 785",,-19.97258745,-44.05803208,,,0,,,0,
2594185,,"Avenida Olímpio García, 1200 (Itamaraty Automóveis)",,-19.95112237,-44.03988591,,,0,,,0,
2594186,RI0033,Avenida Olímpio García s/n (Posto de Gasolina Ipiranga - L.O. 1200 (Itamaraty Automóveis),,-19.95091641,-44.03960558,,,0,,,0,
2594188,EL0076,"Avenida Olímpio García, s/n (Pç da Glória)",,-19.94389926,-44.03920759,,,0,,,0,
2594189,EL0077,"Avenida Olímpio García, 690 (Avenida Norte e Sul)",,-19.94696498,-44.0393612,,,0,,,0,
2594190,EL0078,"Avenida Olímpio García, s/n (Avenida Norte e Sul)",,-19.94679494,-44.03923228,,,0,,,0,
2594191,EL0079,"Avenida José Faria da Rocha, 1256",,-19.94159813,-44.0393695,,,0,,,0,
2594192,EL0080,"Avenida Olímpio García, s/n (Avenida Norte e Sul)",,-19.94900242,-44.03939203,,,0,,,0,
2594193,SE0022,"Avenida Padre Joaquim Martins, 1208",,-19.89415476,-44.0850061,,,0,,,0,
2594194,SE0023,"Avenida Padre Joaquim Martins, 1331",,-19.89330683,-44.08560498,,,0,,,0,
2594195,SE0024,"Avenida Padre Joaquim Martins, próximo 1443",,-19.89192525,-44.08598296,,,0,,,0,
2594196,SE0025,"Avenida Padre Joaquim Martins, 153 (L. O. Proq. Nossa Sr.ª do Rosário)",,-19.90280474,-44.08066515,,,0,,,0,
2594197,SE0026,"Avenida Padre Joaquim Martins, oposto 240",,-19.89762045,-44.08342781,,,0,,,0,
2594198,SE0027,"Avenida Padre Joaquim Martins, 268",,-19.89750899,-44.08342908,,,0,,,0,
2594199,SE0028,"Avenida Padre Joaquim Martins, 1338",,-19.8932452,-44.08544944,,,0,,,0,
2594200,SE0029,"Avenida Perimetral, 231 (CEMEI Perobas)",,-19.91665433,-44.06287166,,,0,,,0,
2594201,SE0030,"Avenida Perimetral, oposto231",,-19.91663355,-44.06278108,,,0,,,0,
2594206,EL0081,"Avenida Pio XII, 116",,-19.92560179,-44.03211778,,,0,,,0,
2594209,EL0083,"Avenida Pio XII, 863",,-19.92873378,-44.03118831,,,0,,,0,
2594212,IN0068,"Avenida Presidente Antônio Carlos, 20a (Vilma II)",,-19.95171549,-44.0105086,,,0,,,0,
2594213,IN0069,"Avenida Presidente Castelo Branco, 12",,-19.95285168,-44.01044105,,,0,,,0,
2594216,RE0136,"Rua Alvimar Carneiro, 909",,-19.89537952,-44.02490449,,,0,,,0,
2594217,RE0037,"Avenida Princesa Isabel, 218",,-19.87547625,-44.02529514,,,0,,,0,
2594220,RE0039,"Avenida Princesa Isabel, 27",,-19.87718802,-44.0236957,,,0,,,0,
2594221,RE0040,"Avenida Princesa Isabel, 303, São Joaquim",,-19.87928168,-44.02174964,,,0,,,0,
2594222,VA0014,"Avenida Principal, 570",,-19.81569854,-44.14732837,,,0,,,0,
2594223,RI0034,"Avenida Régulus, 450",,-19.96875988,-44.06034749,,,0,,,0,
2594224,RI0035,"Avenida Régulus, 445",,-19.96888639,-44.06047883,,,0,,,0,
2594225,RI0036,"Avenida Régulus, 85",,-19.97092994,-44.05669581,,,0,,,0,
2594227,VA0015,Avenida Retiro dos Bandeirantes 107,,-19.83878792,-44.15345492,,,0,,,0,
2594228,VA0016,"Avenida Retiro dos Imigrantes, 138",,-19.84195818,-44.14420507,,,0,,,0,
2594229,VA0017,"Avenida Retiro dos Imigrantes, 911",,-19.84204572,-44.14410756,,,0,,,0,
2594230,VA0018,"Avenida Retiro dos Imigrantes, 583",,-19.83873981,-44.14763702,,,0,,,0,
2594231,VA0019,"Avenida Retiro dos Imigrantes, 160 (L. O. UPA Vargem das Flores)",,-19.83754734,-44.14792495,,,0,,,0,
2594232,VA0020,"Avenida Retiro dos Imigrantes, 45 (L. O. Supermercados BH)",,-19.8359924,-44.14776724,,,0,,,0,
2594233,VA0021,"Avenida Retiro dos Imigrantes, 925",,-19.83561923,-44.14789501,,,0,,,0,
2594234,RI0037,"Avenida Riacho das Pedras, 1800 (Mart Minas)",,-19.95881736,-44.05936189,,,0,,,0,
2594235,RI0038,"Avenida Rio Negro, 1136, Riacho das Pedras",,-19.95603207,-44.05195545,,,0,,,0,
2594238,RI0039,"Avenida Río Negro, 962",,-19.955736,-44.05198017,,,0,,,0,
2594239,RI0040,"Avenida Rio São Francisco, 997",,-19.94566069,-44.06034621,,,0,,,0,
2594240,RI0041,"Avenida Rio São Francisco, 1281",,-19.94351839,-44.0607662,,,0,,,0,
2594241,RI0042,"Avenida Rio São Francisco, 373 (E. E. Mário de Elias Carvalho)",,-19.94826969,-44.05532753,,,0,,,0,
2594242,RI0043,"Avenida Rio São Francisco, 581",,-19.94828593,-44.05771333,,,0,,,0,
2594243,VA0230,"Rua Sema, 789",,-19.85714727,-44.14404291,,,0,,,0,
2594244,VA0023,"Via de Acesso Icaivera, s/n",,-19.85319787,-44.14578877,,,0,,,0,
2594245,VA0024,"Via de Acesso Icaivera, 62",,-19.85329656,-44.14591606,,,0,,,0,
2594246,EL0084,"Avenida Sete, 15",,-19.93556214,-44.03182091,,,0,,,0,
2594247,RE0041,"Avenida Severino Ballesteros, 4505-5703",,-19.89609531,-44.0421202,,,0,,,0,
2594248,RE0042,"Avenida Severino Ballesteros,  1019",,-19.8957833,-44.04218794,,,0,,,0,
2594249,EL0085,"Avenida Sócrates Mariani Bitencourt, 55 (PC)",,-19.94143554,-44.06049584,,,0,,,0,
2594250,NA0138,"Avenida Tancredo Neves, s/n (L. O. 343)",,-19.85089868,-44.02182151,,,0,,,0,
2594251,NA0132,"Avenida Tancredo Neves, s/n (L. O. 490), Pedra Azul",,-19.85268151,-44.02248498,,,0,,,0,
2594252,NA0009,"Avenida Tancredo Neves, 142",,-19.84308106,-44.01909222,,,0,,,0,
2594254,NA0010,"Avenida Tancredo Neves, 343",,-19.85085311,-44.02202043,,,0,,,0,
2594255,EL0086,"Avenida Teleférico, 162 (L. O. Quadra de Areia)",,-19.93075413,-44.03042285,,,0,,,0,
2594256,EL0087,"Avenida Teleférico, 475",,-19.93317665,-44.02899969,,,0,,,0,
2594257,EL0088,"Avenida Teleférico, 635",,-19.93471359,-44.02841765,,,0,,,0,
2594258,IN0070,"Avenida Tereza Cristina, 10024",,-19.97115111,-44.02038138,,,0,,,0,
2594259,IN0071,"Avenida Tereza Cristina, 21",,-19.9704418,-44.01628465,,,0,,,0,
2594260,IN0072,"Avenida Tereza Cristina, 9908",,-19.97028459,-44.01849992,,,0,,,0,
2594261,IN0073,"Avenida Tereza Cristina, 9921",,-19.97045033,-44.01834508,,,0,,,0,
2594262,IN0074,"Avenida Tereza Cristina, 10062",,-19.97170605,-44.0219734,,,0,,,0,
2594263,IN0075,"Avenida Tereza Cristina, 10103",,-19.97193716,-44.02201658,,,0,,,0,
2594264,IN0076,"Avenida Tereza Cristina, 10235",,-19.97446914,-44.0262261,,,0,,,0,
2594265,IN0231,"Avenida Tito Fulgêncio, 306",,-19.95930821,-44.01623988,,,0,,,0,
2594266,IN0078,"Avenida Tito Fulgêncio, 353 (L. O. Villefort)",,-19.95977535,-44.01606068,,,0,,,0,
2594268,IN0079,"Avenida Gal. David Sarnoff, 4123",,-19.95580584,-44.0170552,,,0,,,0,
2594269,IN0080,"Avenida Tito Fulgêncio, 604, Jardim Industrial",,-19.96201378,-44.01620485,,,0,,,0,
2594270,IN0081,"Avenida Tito Fulgêncio, 65 (L. O. Previdência Social)",,-19.95709119,-44.01620597,,,0,,,0,
2594271,IN0082,"Avenida Tito Fulgêncio, 860",,-19.96440032,-44.01593925,,,0,,,0,
2594272,IN0083,"Rua Tito Fulgêncio, 905 (L. O. Posto de Gasolina), Jardim Industrial",,-19.96495004,-44.01551468,,,0,,,0,
2594273,PE0019,"Avenida Irmã Benigna Vitina de Jesus, 1080",,-19.91947587,-44.11435207,,,0,,,0,
2594274,PE0020,"Avenida Tropical, 1186, Petrolândia",,-19.92112017,-44.12225517,,,0,,,0,
2594275,PE0021,"Avenida Tropical, 1360, Vila Beija-Flor",,-19.9230606,-44.12343443,,,0,,,0,
2594276,PE0022,"Avenida Tropical, 2923",,-19.92640737,-44.12194908,,,0,,,0,
2594277,PE0023,"Avenida Tropical, 1783",,-19.91783402,-44.12059265,,,0,,,0,
2594278,PE0024,"Avenida Tropical, 1972",,-19.91975594,-44.12122003,,,0,,,0,
2594279,PE0025,"Avenida Tropical, 1242",,-19.9227652,-44.12337325,,,0,,,0,
2594280,PE0026,"Avenida Tropical, 1018 (Posto de Saúde Tropical)",,-19.9178824,-44.12076661,,,0,,,0,
2594281,PE0027,"Avenida Tropical, 1946",,-19.91962246,-44.12122267,,,0,,,0,
2594282,PE0028,"Avenida Irmã Benigna Vitina de Jesus, 640",,-19.92071413,-44.11145052,,,0,,,0,
2594284,PE0030,"Avenida Tropical, 2143",,-19.92118514,-44.12216821,,,0,,,0,
2594285,PE0031,"Avenida Tropical, 784",,-19.91738666,-44.11913499,,,0,,,0,
2594286,PE0032,"Avenida Irmã Benigna Vitina de Jesus, 898",,-19.92002393,-44.11263813,,,0,,,0,
2594287,PE0033,"Avenida Tropical, 1328, Tropical",,-19.91870579,-44.11660873,,,0,,,0,
2594288,RE0043,"Avenida Um, s/n (L. O. 681)",,-19.90765004,-44.0401091,,,0,,,0,
2594289,RE0044,"Avenida Um, 681",,-19.90770808,-44.0400214,,,0,,,0,
2594290,SE0031,"Avenida Virgínia Graciosi Pacelli, 216",,-19.90822223,-44.07535913,,,0,,,0,
2594291,SE0032,"Avenida Virgínia Graciosi Pacelli, oposto 250, Alvorada",,-19.908443,-44.0754204,,,0,,,0,
2594292,SE0033,"Avenida Virgínia Graciosi Pacelli, 3000",,-19.90654162,-44.07217727,,,0,,,0,
2594293,SE0034,"Avenida Virgínia Graciosi Pacelli, 505",,-19.91040023,-44.077021,,,0,,,0,
2594294,SE0035,"Avenida Virgínia Graciosi Pacelli, s/n, (L.O 2760), Parque Maracanã",,-19.90677843,-44.07382896,,,0,,,0,
2594295,SE0036,"Avenida Virgínia Graciosi Pacelli, 2867",,-19.90654917,-44.0724952,,,0,,,0,
2594296,RE0045,"Rua das Contendas, s/n (PC)",,-19.86015758,-44.05324797,,,0,,,0,
2594297,RE0046,"Avenida Wilson Tavares Ribeiro, 1045 (Grupo Transimão)",,-19.86770156,-44.04882027,,,0,,,0,
2594298,RE0047,"Avenida Wilson Tavares Ribeiro, s/n (L. O. Grupo Transimão)",,-19.86803791,-44.04860679,,,0,,,0,
2594299,RE0048,"Avenida Wilson Tavares Ribeiro, 1401 (L. O. SINDI)",,-19.86550556,-44.04883051,,,0,,,0,
2594301,RE0049,"Avenida Wilson Tavares Ribeiro, 419",,-19.87417386,-44.05056752,,,0,,,0,
2594302,RE0050,"Avenida Wilson Tavares Ribeiro, 465",,-19.87299392,-44.05012121,,,0,,,0,
2594303,RE0176,"Avenida Wilson Tavares Ribeiro, 600 (Detbonic)",,-19.87131962,-44.04912267,,,0,,,0,
2594304,,"Rua das Contendas, s/n (Forno de Minas)",,-19.86353473,-44.04899624,,,0,,,0,
2594305,RE0052,"Avenida Wilson Tavares Ribeiro, 201",,-19.87569028,-44.05089559,,,0,,,0,
2594306,EL0089,"Avenida João César de Oliveira, 1275 (Big Shopping)",,-19.94294456,-44.04001194,,,0,,,0,
2594307,RE0053,"BR-040, 846 - km 526.2 (CD Megafort)",,-19.91307412,-44.04048873,,,0,,,0,
2594308,RE0054,"BR-040, s/n - km 528.5",,-19.90831661,-44.04453521,,,0,,,0,
2594309,VA0151,"Rua Estância do Retiro, 157",,-19.83948197,-44.15095841,,,0,,,0,
2594311,EL0090,"BR-040, s/n - Km 529.3 (CD Epa)",,-19.91288488,-44.04098326,,,0,,,0,
2594312,RE0055,"BR-040, s/n - Km 529,7",,-19.91656588,-44.03955512,,,0,,,0,
2594313,,"BR-040, s/n - Km 529.9",,-19.91811689,-44.0394607,,,0,,,0,
2594314,RE0056,"BR-040, s/n, KM 526.4 (CEASA)",,-19.89467682,-44.04970449,,,0,,,0,
2594315,SE0037,"Rua Miguel de Souza Arruda, oposto 50",,-19.91069211,-44.0779924,,,0,,,0,
2594320,EL0182,"Rua Manoel Pereira Mendes, 274 (L. O. CD Cofermeta)",,-19.93681083,-44.07711281,,,0,,,0,
2594321,VA0025,"Estrada Chicó Mendes, 402",,-19.89042187,-44.11173287,,,0,,,0,
2594322,VA0026,"Estrada Chicó Mendes, s/n (nº402 L.O)",,-19.89043385,-44.11161963,,,0,,,0,
2594323,VA0027,"Estrada Chicó Mendes, s/n (nº671 L.O)",,-19.89050074,-44.11399212,,,0,,,0,
2594324,VA0188,"Estrada Chicó Mendes, 910",,-19.89123459,-44.12143083,,,0,,,0,
2594325,VA0029,"Estrada Chicó Mendes, 691",,-19.89033588,-44.11418617,,,0,,,0,
2594326,VA0211,"Estrada Chicó Mendes, 780",,-19.88940252,-44.11776844,,,0,,,0,
2594327,VA0031,"Estrada Chicó Mendes, 695",,-19.89115974,-44.12149494,,,0,,,0,
2594328,RI0044,"Praça Marília de Dirceu, 20 (E. M. Heitor Vila-Lobos)",,-19.95469841,-44.03759111,,,0,,,0,
2594330,VA0032,"Estrada Vereador Jose Ferreira (LMG-808), s/n - km 3,  Granja Ouro Branco",,-19.88291494,-44.10158652,,,0,,,0,
2594331,VA0033,"Estrada Vereador Jose Ferreira (LMG-808), s/n - km 3.1",,-19.88203594,-44.10211558,,,0,,,0,
2594335,VA0034,"Estrada Vereador Jose Ferreira (LMG-808), s/n - km 2.6",,-19.88916765,-44.09981859,,,0,,,0,
2594336,VA0154,"Estrada Vereador José Ferreira (LMG-808), s/n - km 8.1",,-19.8487991,-44.14221341,,,0,,,0,
2594337,VA0155,"Estrada Vereador José Ferreira (LMG-808) km 6.6 (Assoc. Crescer), Darcy Ribeiro",,-19.85835321,-44.13157552,,,0,,,0,
2594338,VA0035,"Estrada Vereador José Ferreira (LMG-808), 20 - km 8.7",,-19.84562855,-44.14625366,,,0,,,0,
2594339,VA0036,"Via Acesso Icaivera, s/n (PC)",,-19.84660471,-44.14776007,,,0,,,0,
2594340,VA0037,"Estrada Vereador José Ferreira (LMG-808), 797",,-19.84474038,-44.14782447,,,0,,,0,
2594350,RI0045,"Rua Rio Paraopeba, 1222 (Ginásio Poliesportivo do Riacho),  Riacho das Pedras",,-19.95944927,-44.04836367,,,0,,,0,
2594352,,"Praça Concórdia, s/n",,-19.85869232,-44.01650712,,,0,,,0,
2594353,NA0013,"Praça Estrela Dalva, 130, Estrela Dalva",,-19.86349829,-44.0247335,,,0,,,0,
2594355,RI0046,"Praça Marília de Dirceu, 33 (Praça dos Ciganos)",,-19.95572601,-44.03746893,,,0,,,0,
2594356,EL0094,"Praça Paulo Pinheiro Chagas, 187",,-19.93783108,-44.05196324,,,0,,,0,
2594357,EL0095,"Praça Paulo Pinheiro Chagas, 91",,-19.93813253,-44.05242041,,,0,,,0,
2594359,RE0057,"Rua Quinze, 210a",,-19.90829125,-44.02905142,,,0,,,0,
2594360,SE0040,"Rua 15, 254b",,-19.93002106,-44.10104935,,,0,,,0,
2594363,IN0084,"Rua Aderbal Rodrigues Vaz, 1016",,-19.97610214,-44.04438524,,,0,,,0,
2594364,IN0085,"Rua Aderbal Rodrigues Vaz, 501",,-19.97958909,-44.04130862,,,0,,,0,
2594365,IN0086,"Rua Aderbal Rodrigues Vaz, 584",,-19.97898442,-44.04175902,,,0,,,0,
2594366,IN0087,"Rua Aderbal Rodrigues Vaz, 913",,-19.97797642,-44.04269243,,,0,,,0,
2594367,IN0088,"Rua Aderbal Rodrigues Vaz, 721a, Industrial",,-19.97819039,-44.04259341,,,0,,,0,
2594368,IN0089,"Rua Aderbal Rodrigues Vaz, 917, Bandeirantes",,-19.97654562,-44.04409219,,,0,,,0,
2594369,SE0041,"Rua Albert Schwaitzer, 270, Chácaras Califórnia",,-19.89871552,-44.07994984,,,0,,,0,
2594371,SE0043,"Rua Albert Schwaitzer, oposto 490",,-19.89752077,-44.07758649,,,0,,,0,
2594375,SE0400,"Rua Albert Schwaitzer, 857",,-19.89947057,-44.08156491,,,0,,,0,
2594378,IN0184,"Rua Osvaldo Cruz, 365",,-19.97162974,-44.02440196,,,0,,,0,
2594380,SE0047,"Rua Almerinda da Costa Ribeiro, 135",,-19.92524872,-44.09230301,,,0,,,0,
2594381,SE0048,"Rua Almerinda da Costa Ribeiro, 636",,-19.92793669,-44.09521564,,,0,,,0,
2594382,SE0049,"Rua Almerinda da Costa Ribeiro, 696",,-19.92848804,-44.09568787,,,0,,,0,
2594383,NA0014,"Rua Alto da Boa Vista, 220, Tijuca",,-19.85823964,-44.014637,,,0,,,0,
2594385,IN0090,"Rua Amapá, 557",,-19.96924768,-44.04026492,,,0,,,0,
2594386,IN0091,"Rua Amapá, 560",,-19.96930994,-44.04034049,,,0,,,0,
2594387,IN0092,"Rua Amapá, 810",,-19.97110072,-44.03940035,,,0,,,0,
2594388,EL0097,"Rua Américo Santiago Piacenza, 133",,-19.9396928,-44.07578458,,,0,,,0,
2594391,EL0098,"Rua Américo Santiago Piacenza, s/n",,-19.94241337,-44.07529582,,,0,,,0,
2594393,VA0190,"Rua Amundaba, 12",,-19.8528255,-44.15166078,,,0,,,0,
2594396,IN0093,"Avenida Babita Camargos, 1293 (L. O. Itambé Rações), Cidade Industrial",,-19.95317728,-44.02575705,,,0,,,0,
2594397,SE0050,"Rua Antônio Bernardino Muniz,  (oposto 161)",,-19.9182655,-44.08014096,,,0,,,0,
2594398,SE0051,"Rua Antônio Bernardino Muniz, 322 (Conexão Aeroporto)",,-19.91934607,-44.07866933,,,0,,,0,
2594399,VA0176,"Rua Garças, 315 (PC)",,-19.87925922,-44.13961976,,,0,,,0,
2594400,VA0039,"Rua Antônio de Matos Pinho, 358",,-19.86080934,-44.1358359,,,0,,,0,
2594401,VA0040,"Rua Antônio de Matos Pinho, 310",,-19.86086433,-44.13561629,,,0,,,0,
2594403,NA0015,"Rua Antonio José da Costa Ferreira, 165",,-19.8534421,-44.03056216,,,0,,,0,
2594405,EL0100,"Rua Antônio Raposo, 290",,-19.92456384,-44.03385717,,,0,,,0,
2594407,EL0101,"Rua Ao, 115",,-19.93590442,-44.02940956,,,0,,,0,
2594408,VA0041,"Rua Ápio Cardoso, 505",,-19.83069816,-44.15046547,,,0,,,0,
2594409,RE0059,"Rua Arpoador, s/n (Paróquia do Verbo Divino)",,-19.86639838,-44.02842711,,,0,,,0,
2594410,"Rua Arpoador, 40","Rua Arpoador, 40",,-19.86655477,-44.02758443,,,0,,,0,
2594411,SE0052,"Rua Mozart Pereira Lima, 215",,-19.90879353,-44.0763545,,,0,,,0,
2594412,NA0017,"Rua Assembléia, 171",,-19.83573894,-44.0378195,,,0,,,0,
2594413,NA0018,"Rua Assembléia, 172",,-19.83581459,-44.03764214,,,0,,,0,
2594415,VA0042,"Rua Aty, 138",,-19.85933177,-44.14700698,,,0,,,0,
2594416,VA0043,"Rua Aty, 312, Icaivera",,-19.85927119,-44.14695495,,,0,,,0,
2594417,IN0149,"Avenida Coronel Benjamin Guimarães, 1801, Industrial",,-19.96843975,-44.02891758,,,0,,,0,
2594420,PE0034,"Rua Barra Feliz, 464",,-19.92849594,-44.12495707,,,0,,,0,
2594422,VA0044,"Rua Barragem do Retiro, 281",,-19.83895958,-44.15495917,,,0,,,0,
2594423,IN0094,"Rua Bartolomeu Bueno, 240",,-19.96908626,-44.05323537,,,0,,,0,
2594425,SE0053,"Rua Bethoven, 397",,-19.89787783,-44.07355158,,,0,,,0,
2594426,SE0374,"Rua Oliver M Thompson, 878",,-19.89892082,-44.07264302,,,0,,,0,
2594428,PE0035,"Rua Benzol, 440",,-19.92843434,-44.11777017,,,0,,,0,
2594429,SE0055,"Rua Bernardo Monteiro, 1000 (Estância do Hibisco)",,-19.91666514,-44.0934764,,,0,,,0,
2594430,SE0056,"Rua Bernardo Monteiro, 254",,-19.91415093,-44.08756268,,,0,,,0,
2594431,SE0057,"Rua Bernardo Monteiro, 640",,-19.91485021,-44.09009534,,,0,,,0,
2594432,SE0058,"Rua Bernardo Monteiro, 610",,-19.91468817,-44.08991944,,,0,,,0,
2594433,SE0059,"Rua Bernardo Monteiro, 65 (L. O. Sacolão)",,-19.91427695,-44.08564374,,,0,,,0,
2594434,SE0060,"Rua Bernardo Monteiro, 720",,-19.91545013,-44.09213536,,,0,,,0,
2594435,SE0390,"Rua Bernardo Monteiro, 902",,-19.91545554,-44.09199549,,,0,,,0,
2594436,IN0096,"Rua Beta, 142",,-19.97193287,-44.02732357,,,0,,,0,
2594437,IN0097,"Rua Beta, 69",,-19.97081881,-44.02720245,,,0,,,0,
2594438,PE0036,"Rua Betume, 110",,-19.92830952,-44.11518127,,,0,,,0,
2594439,NA0021,"Rua Bom Jesus, 332",,-19.84015576,-44.03515392,,,0,,,0,
2594440,NA0022,"Rua Brasileira, 176",,-19.83588509,-44.03586906,,,0,,,0,
2594441,NA0023,"Rua Brasileira, 84",,-19.83787353,-44.03576238,,,0,,,0,
2594442,PE0128,"Rua Brilhante, 175",,-19.92021702,-44.13093932,,,0,,,0,
2594443,SE0061,"Rua Bueno Brandão, 15 (Igreja São Gonçalo)",,-19.91355108,-44.08431561,,,0,,,0,
2594444,EL0105,"Rua Buganville, 1829",,-19.94100525,-44.04638081,,,0,,,0,
2594445,RE0060,"Rua Buriti, 444",,-19.89307002,-44.0335315,,,0,,,0,
2594446,NA0024,"Rua Búzios, 543",,-19.86540968,-44.02543066,,,0,,,0,
2594447,NA0025,"Rua Búzios, 643",,-19.86653944,-44.02580364,,,0,,,0,
2594448,NA0026,"Rua Búzios, 659",,-19.8668407,-44.02580763,,,0,,,0,
2594449,RE0061,"Rua C, 278",,-19.90861614,-44.03178658,,,0,,,0,
2594450,RE0062,"Rua C, 257",,-19.90853125,-44.03179606,,,0,,,0,
2594451,RE0063,"Rua C, 71",,-19.9081603,-44.03321532,,,0,,,0,
2594453,VA0215,"Rua Camélia, 12",,-19.84948711,-44.14779903,,,0,,,0,
2594454,RI0047,"R. Camilo Schiara, 1220 - Flamengo, Contagem - MG,",,-19.96792754,-44.05608639,,,0,,,0,
2594455,RI0048,"Rua Camilo Schiara, 666",,-19.964894,-44.05810595,,,0,,,0,
2594457,RI0049,"Rua Camilo Schiara, 1048",,-19.96689268,-44.05718108,,,0,,,0,
2594458,RE0064,"Rua Candeia, 227",,-19.89759119,-44.03647617,,,0,,,0,
2594459,RE0065,"Rua Candeia, 471",,-19.89960919,-44.03713843,,,0,,,0,
2594460,RE0066,"Rua Candeia, 740",,-19.90188178,-44.03808281,,,0,,,0,
2594461,SE0062,"Rua Capitão Antônio Joaquim da Paixão, 123 (Rotary Club)",,-19.91563058,-44.08067413,,,0,,,0,
2594462,EL0106,"Rua Cardeal Arco Verde, 309",,-19.92464343,-44.03102693,,,0,,,0,
2594463,EL0107,"Rua Cardeal Arco Verde, 1187",,-19.9228402,-44.02984526,,,0,,,0,
2594464,EL0108,"Rua Cardeal Arco Verde, 1401- 1499",,-19.92092605,-44.02867648,,,0,,,0,
2594466,SE0063,"Rua Coronel Augusto Camargos, 2129",,-19.91794048,-44.08188198,,,0,,,0,
2594467,SE0064,"Rua Coronel Augusto Camargos, 48",,-19.9180891,-44.08169912,,,0,,,0,
2594468,SE0065,"Rua Coronel Augusto Camargos, 524",,-19.91850679,-44.08490477,,,0,,,0,
2594469,SE0066,"Rua Coronel Augusto Camargos, oposto 726",,-19.91894578,-44.08810536,,,0,,,0,
2594470,SE0067,"Rua Coronel Augusto Camargos, 726",,-19.91887002,-44.08796453,,,0,,,0,
2594471,SE0068,"Rua Coronel Augusto Camargos, 678",,-19.91881513,-44.08653894,,,0,,,0,
2594472,SE0069,"Rua Coronel Augusto Camargos, 702",,-19.91877438,-44.08697794,,,0,,,0,
2594474,RI0050,"Rua Coronel Durval de Barros, 22",,-19.97458382,-44.05629781,,,0,,,0,
2594476,RI0051,"Rua Coronel Durval de Barros, 38",,-19.97454311,-44.05652572,,,0,,,0,
2594477,RI0052,"Rua Coronel Durval de Barros, 285",,-19.97566942,-44.05942523,,,0,,,0,
2594478,RI0053,"Rua Coronel Durval de Barros, 425",,-19.97609141,-44.06067876,,,0,,,0,
2594479,RI0195,"Rua Coronel Durval de Barros, 732",,-19.9766896,-44.06354999,,,0,,,0,
2594480,RI0055,"Rua Coronel Durval de Barros, 943",,-19.97612507,-44.06575379,,,0,,,0,
2594481,SE0070,"Rua Coronel João Camargos, 174",,-19.91846724,-44.07889892,,,0,,,0,
2594484,NA0028,"Rua Coronel Murta, 468",,-19.83143443,-44.02135877,,,0,,,0,
2594485,NA0029,"Rua Coronel Murta, 615B (PC)",,-19.83281899,-44.01942769,,,0,,,0,
2594489,NA0030,"Rua Chopim, 101",,-19.86375274,-44.04566321,,,0,,,0,
2594490,NA0031,Rua Chopim (L. O. 70),,-19.86339251,-44.04529228,,,0,,,0,
2594491,PE0038,"Rua Cinquenta e seis, 221, Lucio de Abreu",,-19.9232537,-44.10514229,,,0,,,0,
2594492,PE0039,"Rua Cinqüenta e Um, 198",,-19.92439974,-44.10485783,,,0,,,0,
2594493,PE0040,"Rua Cinqüenta e Um, 367",,-19.92551487,-44.10623037,,,0,,,0,
2594494,PE0041,"Rua Cinqüenta e Um, 399",,-19.92558083,-44.10608213,,,0,,,0,
2594495,PE0042,"Rua Cinqüenta e Um, 425",,-19.92564038,-44.10835109,,,0,,,0,
2594496,EL0109,"Rua Continental, 360a",,-19.92400004,-44.04146935,,,0,,,0,
2594497,PE0043,"Avenida Adutora Várzea das Flores, 1737",,-19.92686245,-44.12397786,,,0,,,0,
2594501,RI0059,"Rua Corcovado, 277",,-19.94422309,-44.06415458,,,0,,,0,
2594502,RI0060,"Rua Corcovado, 413",,-19.94425709,-44.06545137,,,0,,,0,
2594503,RI0061,"Rua Corcovado, 414",,-19.94418126,-44.06553939,,,0,,,0,
2594507,RE0067,"Rua Cristal, 139",,-19.87996762,-44.0229519,,,0,,,0,
2594508,RE0068,"Rua Cristal, 467a",,-19.88221636,-44.02473995,,,0,,,0,
2594509,RE0069,"Rua Cristal, 496",,-19.88228455,-44.02492265,,,0,,,0,
2594514,PE0044,"Rua da Benzina, 72",,-19.92936899,-44.1190028,,,0,,,0,
2594515,NA0032,"Rua da Constituicão, 278",,-19.83379163,-44.04009799,,,0,,,0,
2594519,EL0111,"Rua Damas Ribeiro, 375",,-19.93425814,-44.03836716,,,0,,,0,
2594520,EL0112,"Rua Damas Ribeiro, 631",,-19.93545294,-44.04020395,,,0,,,0,
2594521,RE0070,"Rua das Acácias, s/n (L. O. 228)",,-19.89543521,-44.03598807,,,0,,,0,
2594522,VA0046,"Rua das Ararás, s/n (nº64 L.O)",,-19.89446851,-44.13187269,,,0,,,0,
2594523,VA0047,"Rua das Ararás, s/n (PC) (nº301 L.O)",,-19.89769373,-44.13673606,,,0,,,0,
2594524,VA0048,"Rua das Ararás, 392",,-19.89706622,-44.13257361,,,0,,,0,
2594525,VA0049,"Rua das Ararás, 205",,-19.89727808,-44.13249179,,,0,,,0,
2594527,VA0207,"Rua das Ararás, 648",,-19.89867657,-44.13499832,,,0,,,0,
2594528,VA0187,"Rua das Ararás, 674",,-19.89858956,-44.13507343,,,0,,,0,
